Tweet Link,Author Handle,Tweet Content,Views,Likes,Retweets,Replies,Tweet Creation Date,Scraped Date
https://x.com/poopfatigue/status/1965143547990122978,"poopfatigue","lol cope.

Trump lives in your head rent free. 

Chicago will soon be a safer place!

",24,0,0,1,2025-09-08T20:01:47+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/RZ_GreatLakes/status/1963800741765693850,"RZ_GreatLakes","The man is total BS and he is trying to cover up his $2.5 billion cumulative cost on the immigrants. Chicago one of the most violent city anywhere and I live to the NW. Used to rent a place by Wrigley. Even the Chicago Bears are heading out of town as they don't want to get",697,17,4,2,2025-09-05T03:05:57+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/SPACEG420/status/1960410031909748972,"SPACEG420","The only place this pig face Neo Liberal agenda pushing TRAITOR will be living rent free is in GITMO. 

@JBPritzker
 You are a disgrace to the state of Illinois, Chicago and more importantly a disgrace and to The COUNTRY ! 


@POTUS
 Mr. PRESIDENT SAVE CHICAGO WE NEED YOU SIR!",23,0,0,0,2025-08-26T18:32:28+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/IcyPawsBarks/status/1959777339455246438,"IcyPawsBarks","best place I’ve ever lived is rent free in my hater’s heads 

worst place chicago",911,12,0,0,2025-08-25T00:38:23+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/Dawnmo777/status/1959090782813528223,"Dawnmo777","Check the Chicago western suburbs. It’s disgusting. My daughter’s rent went from $1300 to $2200 in 3 yrs for a 2br apt. A big apt, but still. No washer/dryer in unit. Old building with metal stairs. It’s just in a good city. Needless to say, she moved into a much smaller place.",122,1,0,1,2025-08-23T03:10:15+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/Mathias777787/status/1956476176148648192,"Mathias777787","Lady, how is this caption not misleading? “Genuinely mad (jealous) with how much rent costs in Chicago.” 

The reality is, that’s NOT how much rent costs in “Chicago”. When people think Chicago, Edgewater is definitely not a place anyone is thinking of.",49,0,0,2,2025-08-15T22:00:44+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/CharlieCrack99/status/1956289278910062594,"CharlieCrack99","@grok
 does the tenant have a case in court vs her landlord? tenant was behind on rent and said she doesn't have the money. landlord suggest tenant come to his place for a date, have some fun and her rent will be settled for the month. This happened in Chicago, Illinois",2319,2,0,1,2025-08-15T09:38:04+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/mak3333/status/1955362342423728399,"mak3333","Umm. Yes. Rents are generally not regulated. I think some cities in California are affected by rent regulations. Perhaps Chicago too?  
@Grok
 can you weigh in?

There are of course tenant protections in place.  Just not related to the amount of the rent.",33,0,0,2,2025-08-12T20:14:45+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/Chibangin773/status/1955305070695747591,"Chibangin773","Illegal migrants just purchased a home in Chicago after only 2 years. Illegals get to use their kids to beg in 100 weather or below zero. Use any public property/park as their rent & tax free place of business while the citizens pay high property taxes.  someone is buying.",24,0,0,0,2025-08-12T16:27:11+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/3lluon/status/1955080031224672281,"3lluon","calculated his salary n expenses including the money he'd send to Ma and Pa Kent, all to make sense of his place, if it was affordable had the rent be same as Delaware/Chicago prices, though I think Metropolis might be closer to NY most of it +",127,4,0,1,2025-08-12T01:32:57+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/GUESSMONSTER0/status/1954966167803793707,"GUESSMONSTER0","MOVING TO CHICAGO THIS WEEK UNLESS I AM MIRACULOUSLY SMITED DOWN IN THE STREET AS KARMA FOR ALL THE ABSURD LUCK I HAVE HAD.

MOVING SUCKS THOUGH SO YOU SHOULD GIVE ME A WINNING LOTTERY TICKET SO I CAN JUST RENT A FULLY FURNISHED PLACE IN LIKE 4 CITIES.

wahoo",1173,34,0,2,2025-08-11T18:00:30+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/_jeffskelly/status/1954696472622207032,"_jeffskelly","He should rent an inexpensive place. History is not kind to quarterbacks drafted to New York, Chicago or Cleveland teams.",6300,62,1,0,2025-08-11T00:08:50+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/39157e9f1128478/status/1954194207314161794,"39157e9f1128478","Peewee  my first homie out side of Chicago my gift from (Most High) no body on earth can prove it different.
I moved away from worst toxic shit I every was in.
Got to my new place, surround sound system brand new couch glass table water bed. Rent just right new better friends.",33,0,0,0,2025-08-09T14:53:00+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/MajinBoson/status/1953838975661088859,"MajinBoson","I am talking about your example where you mention illinois with a rent of $2500. I think for a random person that rent might be too high, since in chicago you can get a decent place for much less than that.",105,2,0,1,2025-08-08T15:21:27+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/roscoesinjin/status/1953544893244076312,"roscoesinjin","Funny - if you are still there, leave Chicago now. Just rent a place in the next town over, problem solved.",3,0,0,0,2025-08-07T19:52:52+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/CREConsult/status/1953469136635302015,"CREConsult","Chicago Ridge Multifamily – Updated Financials
Fully leased 18‑unit multifamily building in Chicago Ridge, IL with updated financials and recent renovations. Strong in‑place cash flow with realistic rent growth upside and minimal near‑term capital needs make this an attractive...",13,0,0,0,2025-08-07T14:51:50+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/mrspeigle1/status/1952166327457886300,"mrspeigle1","2200 rent? Lol in downtown Chicago I can find apartments for half that. Its an absurdity to base the gen z/millennial experience on living in the most expensive place in the lower 48.",43,0,0,0,2025-08-04T00:34:56+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/redbox13sw/status/1951060587447787862,"redbox13sw","Chicago is expensive. I lived in Lake county years ago.

The place I rent is in southern Indiana. I had 4 choices for work in my field, I picked the cheapest. The money is pretty much the same either way. The internet is there, it's easy to do.",333,1,0,1,2025-07-31T23:21:07+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/ElectEricaLee/status/1949879921448538182,"ElectEricaLee","Maybe she doesn’t want to run in Texas? That’s where her parents chose to raise her. She’s explained as well that she moved to Chicago with her partner for his job and found the place really fast to rent and will move into the district which is very close to where she is now when",50,2,0,1,2025-07-28T17:09:34+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/StatisticUrban/status/1948617040832725126,"StatisticUrban","Honestly between this, the debt crisis, the political culture, and the CTA fiasco I am not filled with unbridled optimism regarding Chicago.

ATM, would I rent a place there? For sure. Would I buy a home there? Well...",8733,66,5,1,2025-07-25T05:31:20+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/Covenant60/status/1941935171596440018,"Covenant60","If I lived in CHI or NYC or SF I wouldn’t have a car either.  I’d take the subway and bus. If I wanted to go somewhere I’d rent a car.  OR if it wasn’t too expensive I’d have a car and store it.  Is there such a place near Chicago?   A parking lot that I could take the L to?",197,1,0,0,2025-07-06T18:59:58+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/WhiteSoxJoy/status/1940856443613467068,"WhiteSoxJoy","Hopefully just part time. Depends on what we get for our place in FL. If we can’t get what we need to buy two then we may wait and list it next year and just rent in Chicago next summer for a few months",43,1,0,0,2025-07-03T19:33:30+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/DrBricktop/status/1939997079318806985,"DrBricktop","Used to live in a former German country club in Chicago. They were forced to house section 8. 
They regularly pissed and shit and smoked cigarettes in the stairwell, and flooded the building when they couldn’t afford the rent anymore. 
Would love to find a place like this smh",256,4,0,0,2025-07-01T10:38:41+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/mattinva1/status/1938345552594272592,"mattinva1","You can rent a place for less than half of that sometimes a third but not in LA. Not in New York not in Miami not in Chicago either. Where you choose to live makes a difference in what you pay.",11,0,0,0,2025-06-26T21:16:07+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/minc798/status/1937630817410339314,"minc798","I've seen a lot of the ones where people show their place and how much they pay for rent. Those are the main ones. I cannot recall for Chicago a single time someone showed a place that had say 2+ single people to a 1 bedroom, 3+ single people to a 2 bedroom, etc.",46,0,0,1,2025-06-24T21:56:00+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/Chz_Burger/status/1937592873752412306,"Chz_Burger","Chicago would give NYC a race on ""rent-seeking that is unmatched in its ferocity"". Abundance is actually more important in a place like Chicago. Chicago lost its commercial edge and no longer has the income or wealth to pay the rent seekers.",1057,25,0,0,2025-06-24T19:25:14+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/Wisconsin_fam/status/1936924220539252799,"Wisconsin_fam","Green Bay is such a tiny place compared to Chicago. Imagine it living rent free just because the football organization is so far superior.",49847,685,29,20,2025-06-22T23:08:15+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/c5wired97/status/1936034237808791568,"c5wired97","Is this the real Joe Biden? The DNC SHOULD PAY & be charged rent to have it placed there. Better place is Obama’s Library in Chicago, known as Beirut by the Lake.",14,0,0,0,2025-06-20T12:11:46+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/SteverVickie/status/1935969836913639636,"SteverVickie","Does anyone have an apartment/house in or near Chicago Illinois for rent? Need no later than July 1st!!! My trans child and her girlfriend looking for a place, no preference on beds/baths just something affordable (Chicago, I know Lol) Please let me know if you can help!",147,0,0,0,2025-06-20T07:55:52+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/ChiFredericks/status/1932801878527783253,"ChiFredericks","It would not surprise me if it is a new trend. Between the rent prices and all the fees and taxes in Chicago, it isn't the most business friendly place all of the time.",98,3,0,0,2025-06-11T14:07:32+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/bbgirl_21/status/1932503593934107106,"bbgirl_21","Brandon Johnson of Chicago promised the same and it hasn’t even happened lol so this is just another communist pipe dream. The best they hope to do is have a market place that charges vendors low rent to sell veggies like in Milwaukee",226,0,0,0,2025-06-10T18:22:15+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/CGF_Sports/status/1929684199277035846,"CGF_Sports","Rent is ridiculous in the cities

Chicago for example

A decade ago I had my own place a few blocks from Wrigley for about 1200 a month.

Now, that same place is easily over 2000

NYC has always been terrible

Definitely buy a home if you can and live in the burbs",13,1,0,0,2025-06-02T23:38:59+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/take5tm/status/1929511029571994083,"take5tm","unless i can somehow split a place with a trusted friend in seattle or nyc in which they pay all the rent i cannot leave chicago i am to grin and bear all of it",149,3,0,1,2025-06-02T12:10:52+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/mmoderwell/status/1923845781519290833,"mmoderwell","$2k/month used to get you a really nice place in Chicago only 4 years ago.

Now, $2k rent would get you something average. 

Ask yourself why this is.

Do you get why we need #bitcoin?",35,0,0,0,2025-05-17T20:59:12+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/dforan5/status/1922857766835691951,"dforan5","Awesome place. My mortage payment in Chicago is less than his rent but I love lofts ",941,1,0,0,2025-05-15T03:33:11+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/AlxandreLaGrand/status/1921291583611126155,"AlxandreLaGrand","Honestly? A job that I could really grow into for the next 5-10 years. Rent seems okay, wages seem fair, taxes seem high though. CoL a bit high too. Chicago seems like an amazing place.",138,2,0,0,2025-05-10T19:49:44+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/renaglebagel/status/1921193023267799423,"renaglebagel","My rent for 1 bdr in ‘95 was $500/mo @ 63rd and Lyndale then in Chicago was almost $1k (in Chicago at Pavillion apts—an absolutely fantastic place when we moved in ‘00. Sadly stayed only 1 year there as it fast went downhill). How they could charge $1k back then (was worth it for",115,4,0,0,2025-05-10T13:18:05+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/ForsakenCrown/status/1920293908803674182,"ForsakenCrown","Same rent but with in unit laundry. Good job Chicago!

Now just going off this, what city do you think is easier to move to and find a place to live by a good job?",9,0,0,0,2025-05-08T01:45:19+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/emmakathleeennn/status/1919865201916014615,"emmakathleeennn","trying to find a place to rent during chicago summer…… being out on disability….. learning to walk again…. constant pain…… haircut that was supposed to fix me was a flop….. these are the trenches",139,4,0,0,2025-05-06T21:21:48+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/BrandonLboog/status/1919199501329305996,"BrandonLboog","Houston is in the middle of an economic and growth boom you can make more money in Houston doing the same job in Chicago by a long rate and you can rent a luxury apartment there for like $3,000 a month while Chicago the cost of living to live in a normal place is about that",35,0,0,1,2025-05-05T01:16:32+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/DawgWhet/status/1918565166557376534,"DawgWhet","Don't know where in Chicago that place is, but that rent generally gets you a 300 sq ft studio 40 minutes by CTA from the Loop.",33,1,0,1,2025-05-03T07:15:55+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/captretiredfd/status/1918317774826283028,"captretiredfd","Great place for hotel in Chicago, right next to housing projects.  Can you say a lot of robberies.  Obama Center's Luxury Hotel Threatens to Push Locals Out with Soaring Rent",7,0,0,0,2025-05-02T14:52:52+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/uncannyscience/status/1915528307610632400,"uncannyscience","Is there a place in Chicago I can rent a wheelchair for 24hours?",933,1,0,1,2025-04-24T22:08:31+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/JudgeSmailsE/status/1915028095431565716,"JudgeSmailsE","You rent a place in a shit hole like Chicago. Settle in. Refuse to pay your rent and enjoy. 
Will take the clown renting the place a year to get you out with all the woke loser deadbeat protection.",1439,6,0,2,2025-04-23T13:00:52+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/JustinAlpert/status/1914740767563665809,"JustinAlpert","Not at this point. Real estate is nuts in that area compared to many parts of Chicago. My parents place is modest, but still up 250k over a few years.

There are endless stories of how rent has become as well and how far out you need to go to find affordable shelter.",24,0,0,0,2025-04-22T17:59:07+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/BealChicago/status/1914419316948090908,"BealChicago"," Beep beep! Vasif is cruising by to remind you that we don’t just rent amazing apartments—we rent parking spots, too.

Need a place to park? DM us and we’ll connect you with one of our lease coordinators! 

#LiveChicago #RentBeal #ParkingSpot #BealProperties #Chicago",191,0,0,0,2025-04-21T20:41:48+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/englewoodelaine/status/1914183053590630816,"englewoodelaine","My folks and other uncles, aunts. We used to rent our basement out to relatives who migrated to Chicago and needed a place to gather funds before moving along to something better.",37,0,0,0,2025-04-21T05:02:58+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/natsattorney/status/1913812699089375260,"natsattorney","it’s nice, because I stay with my relatives and my rent ain’t that high like if I rented my own place somewhere in Chicago. But eventually I hope to end up in Los Angeles area but it will be even more isolating than it is",22,0,0,1,2025-04-20T04:31:19+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/MelaninMugen/status/1911360640884547802,"MelaninMugen","Asking for 3x the rent in a bad neighborhood. Who tf do you think gonna pay $3,450 in Chicago West Garfield Park? No wonder that place been vacant for almost a year. The nerve of them. It’s only a 2 bedroom 1 bathroom apartment at that. Nothing included. Raggedy bitch!",209,0,0,1,2025-04-13T10:07:42+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/SudsnSafaris/status/1911168036221964443,"SudsnSafaris","The fees are usually as high as the rent.  There is no $950/month all-in place in Chicago.",162,0,0,0,2025-04-12T21:22:22+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/shontellyoga4U/status/1907782342506172608,"shontellyoga4U","Thank U Sis!
We’ve owned 2 homes & a condo back in Chicago.
10 yrs. ago with my ex-husband & our daughter.
After our divorce we sold them.
I’m returning after 10 yrs. & will rent for my first 12 to 18 months. And, buy a new place for our daughter for Law School. 
We’re EXCITED!",21,1,0,0,2025-04-03T13:08:49+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/JasmineLeeTS/status/1907368329024544832,"JasmineLeeTS","Good morning 

23 years ago at this very time, I was driving from Chicago to my new place in MA. A friend had a room for rent in her house, and, being unemployed and a mental nightmare, I saw staying there in the woods a great way to spend a few months regrouping.

1/8",434,17,0,5,2025-04-02T09:43:41+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/kmrealtygroup/status/1904669738950680730,"kmrealtygroup","Paying Too Much for Rent? 

Why settle when you can live in style at 253 E Delaware Place #6E?

Check it out..  
https://
kmrealtygroup.net/homes-for-sale
-details/253-E-DELAWARE-PLACE-6E-CHICAGO-IL-60611/12290139/34/
…

 550 Square Feet
 164 Number of Units

#UpgradeYourLiving #ChicagoRentals #LuxuryLiving #ForRent",14,0,0,0,2025-03-25T23:00:27+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/kmrealtygroup/status/1903461964195729496,"kmrealtygroup","Still Paying Rent?

Rent: Gone Every Month
Mortgage: Building Your Future

Why pay someone else’s mortgage when you can own your own place?

Check out this stunning condo!
 
https://
kmrealtygroup.net/homes-for-sale
-details/7363-S-SOUTH-SHORE-DRIVE-309-CHICAGO-IL-60649/12279204/34/
…

#StopRenting #BuyAHome #ChicagoRealEstate",5,0,0,0,2025-03-22T15:01:11+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/cholent_lover/status/1903304426405646570,"cholent_lover","What you are describing is simply not the only site of power in housing politics and certainly not the primary antagonism in a place like Chicago. It is not the same influence as “developer groups” opposing rent control.",21,0,0,1,2025-03-22T04:35:11+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/timurkuran/status/1902798376036417614,"timurkuran","NYC, LA, Chicago have only blue politicians to blame. The fix requires only the political will of Democrats. Republicans have no say in the rent control policies and zoning rules in place.",6790,28,7,2,2025-03-20T19:04:19+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/JerryBr03050915/status/1901472541421527114,"JerryBr03050915","Trump is cutting off your money!  Chicago will be rough place once they start laying off police and illegal immigrants don’t get their rent, food and drugs paid for!

I think he is just using immigration as an excuse.  He wants to make reality show of surviving in Chicago without",16,0,0,1,2025-03-17T03:15:56+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/dario_dude/status/1900586226950041717,"dario_dude","I worked at Watertower Place during my undergrad at Columbia back in 05/06 and Michigan Ave relied heavily on tourism and that mall in particular.  Additionally, the rent is higher than giraffe puzzy in that building.",27,0,0,0,2025-03-14T16:34:02+00:00,2025-11-13T17:49:19.530094+00:00
https://x.com/IlliniDodgers/status/1887180787323208125,"IlliniDodgers","There was a chain in the 'burbs, ""Jakes"". Really good pizza and a full menu.  First place I ever had fries with the potato skin still on. 
I delivered for them at their Wheaton location as a side hustle and made enough to pay for our 2-week honeymoon in Jamaica!",108,2,0,0,2025-02-05T16:45:36+00:00,2025-11-13T17:48:48.746147+00:00
https://x.com/Lauren38886064/status/1956581384849342615,"Lauren38886064","Do you understand how things like medicaid and homeless services are paid?? BY BUSINESS AND JOBS!! COMMUNISTS WANT TO GIVE PPL FREE FREE FREE BUT CHASE AWAY ALL THE JOBS AND BUSINESSES AND THEN THE PLACE GOES TO SHIT!! LOOK AT CHICAGO, DC, LA, WAKE UP MY GOD!! do u work??",30,0,0,1,2025-08-16T04:58:48+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/neplvsvltra/status/1956538552000655716,"neplvsvltra","Always some of the prettiest women when I’m in the Chicago airport. But are there a plethora of jobs in this fantastical wonderland place?",105,0,0,0,2025-08-16T02:08:36+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/GeorgeJourneys/status/1955771264586449056,"GeorgeJourneys","These cuts make sense if U Chicago cannot credibly place new mint PhDs in TT jobs in these fields any more (and are anticipating reductions in these disciplines at other universities).  And if Chicago cannot do this the situation would be far worse at lower ranked universities.",196,2,0,0,2025-08-13T23:19:40+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/grant_gambling/status/1954995976265142496,"grant_gambling","for the midwest, stl, chicago, kc and denver are comparable cities. 

dc is bad like those place. the crime is real and it isn’t reported properly because it’s a lot of minors.

i don’t care that he’s mobilizing the military if only to shame the locals into doing their jobs.",55,0,0,0,2025-08-11T19:58:57+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/blankchecklazy4/status/1953550097410929003,"blankchecklazy4","The horrible thing is is that it became part of the culture to stay in a place where there are no jobs and depend on the government to feed you and house you. And anyway people don't need excuses to kill each other. Just look at Chicago. Top of the charts for decades!",16,0,0,0,2025-08-07T20:13:33+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/BargainBoom/status/1952337921802965370,"BargainBoom","Its Tier 2 only. Which should have never existed in the first place. Tier 2 firemen in Chicago dont even get EMT or Hazard pay for months/years after the academy... how would you like to work for free for jobs you have to do?",92,1,0,0,2025-08-04T11:56:47+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/Neil2History/status/1948762597626409054,"Neil2History","No one we know is shocked - except the lawyers advising (For payment) that you all Illegal Aliens ought not to worry. Go work your untaxed no benefits cash jobs enriching eg Pot Farm in California or a Chicago burrito place we know. Cartels won't get their $; They R Pissed",35,0,0,0,2025-07-25T15:09:44+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/mattconvente/status/1945151062266028466,"mattconvente","I wonder if a big reason why Chicago is skipped is because the people who are mobile enough to move to a city in the first place are going towards cities with more cachet and jobs.

To me, it's not ""why don't more people live in Chicago?,"" it's ""why don't they *move* to Chicago?""",91,0,0,0,2025-07-15T15:58:47+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/TeamWorkOnline/status/1944187825689440325,"TeamWorkOnline","Executive Sous Chef | Full-Time | McCormick Place Convention Center - Oak View Group (Chicago · IL)",2110,0,0,0,2025-07-13T00:11:13+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/Psihogios1/status/1944127319636865372,"Psihogios1","Just helped move my daughter out of Chicago. Such a gr8 fun city.  Rents have gone up a lot since Covid so it’s hard to get ahead but still a gr8 place to live after college & meet interesting people, enjoy the arts, work 2 jobs and party hard.

She never had any issues in 6 yrs",27,0,0,0,2025-07-12T20:10:47+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/bill_thanoukos/status/1944050590767562787,"bill_thanoukos","Great work from 
@GovPritzker
 and 
@IllinoisDCEO
!

Clean tech, good jobs, and future-facing industry - exactly the kind of business we need to attract. 

Let’s make Chicago a place where companies like Pure Lithium want to be, and where their employees want to stay and thrive.",83,0,0,0,2025-07-12T15:05:54+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/CHICrimeNow/status/1940612298164322650,"CHICrimeNow"," Car Crash 

 W Pershing Rd & S Kedzie Ave, Chicago, Illinois, 60632

 Alright, jobs still pending on the board. We have a music disturbance, 6510 South Marshfield, a disturbance, 7239 South Yale, a disturbance, 7056 South Parnell, some music, 17, 1474 West 72nd Place, a",67,0,0,0,2025-07-03T03:23:21+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/JohnLockar41340/status/1940111973850783906,"JohnLockar41340","She's not likely to see 1 in NY or Chicago the place these but jobs dwell.",3,0,0,0,2025-07-01T18:15:14+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/RealJohnFeeley/status/1936875446886707357,"RealJohnFeeley","Takes place in Chicago, story of men and their intense jobs, would have been a good fit. Also apparently Ron Howard is making another fireman movie.",21,0,0,0,2025-06-22T19:54:26+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/cainmarkj/status/1936235057754300746,"cainmarkj","Chicago's government is working...it's successful?

Threatening to (illegally) arrest ICE agents will make Chicago a better place to live and work?

Aiding and abetting Illegal aliens who are ""stealing"" jobs from blue collar US citizens will make Chicago a better place to live",92,2,3,0,2025-06-21T01:29:45+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/sw6blues11/status/1936180421462835220,"sw6blues11","Really ? 
I lived in a place with almost no new immigration.
There are many such places across the country.
Who do you think has those jobs, there ?
Get out of Chicago, once in a while, you champagne liberal.",24,0,0,1,2025-06-20T21:52:39+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/Dale94550/status/1935681305142079513,"Dale94550","Just outside Chicago, is a place called ILLINOIS. Remember this in the next election. You have been subsidizing Chicago with jobs to keep in power through Chcago machine politics. ILLINOIS WILL REMEMBER THIS.",10,0,0,0,2025-06-19T12:49:21+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/twilightgirl692/status/1934965487781257491,"twilightgirl692","No. All of my past jobs were in downtown Chicago. I  left on good terms and 2 were department stores in downtown Chicago. The first place filed for bankruptcy. The second place moved their corporate offices to Minneapolis MN. The last place was at a law firm until I retired.",10,0,0,0,2025-06-17T13:24:56+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/dannymsn77/status/1934572054566580705,"dannymsn77","From Sunday:

I am in the middle of tearing a roof top deck out to find a leak on the rubber underneath. I’m sweaty, bleeding in a couple of spots and I’m questioning if I should’ve charged a lot more, why do I agree to do jobs in the city of Chicago in the first place?? Why",1721,33,1,11,2025-06-16T11:21:35+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/ElenaPe71135734/status/1934422446947361233,"ElenaPe71135734","YES! TIED for 1st place most incompetent Mayor along with Chicago 's Mayor Brandon Johnson who don't do their jobs and blame President Trump for their years of failure when President Trump has only been in office for 4 months !!!",11,1,0,0,2025-06-16T01:27:05+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/ZANmadden/status/1933544817939681421,"ZANmadden","To think Chicago would be the least attractive job for (and the ""last place"" Ben would choose) after Poles about nabbed him in the 2024 offseason - but had a better QB in place, great draft capital, and plenty of cap space compared to the other jobs Ben interviewed for....and",3763,6,0,5,2025-06-13T15:19:42+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/KingOldin/status/1932432944418767308,"KingOldin","I’d say maybe the law enforcement should warn these wack jobs that shoot to kill orders will be in place if this doesn’t stop now. I believe dem mayor Daley gave such orders back in the 60’s in Chicago.",8,0,0,0,2025-06-10T13:41:31+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/sampson_iv/status/1931705332268499050,"sampson_iv","Why do you think a large number of Black people moved to Chicago in THE FIRST PLACE?! Or even the Midwest overall

Now we are seeing folks leave those areas for the south due to lack of jobs, crime and cost of living. People move based on opportunities, affordability/housing, etc",28,2,0,1,2025-06-08T13:30:15+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/AuthorJannyB/status/1927023603456831500,"AuthorJannyB","I grew up in the Chicago suburbs, then had to spend 11 years in northeast Indiana for jobs, etc. But I had to come back, because nowhere else feels like home. 
So please don't badmouth my town. Yes, it ain't perfect. But no place is!",7,0,0,0,2025-05-26T15:26:44+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/DavidPeabo41657/status/1926615610840035472,"DavidPeabo41657","You'll find that Chicago didn't stay this way. After prohibition was raised and the men came back from war cities like Chicago and Detroit became sprawling industrial powerhouses providing jobs for everyone. It returned to this place after ( for many reasons) factories moved out",13,0,0,0,2025-05-25T12:25:31+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/Beardsly47/status/1924136816413671536,"Beardsly47","Modern blue-collar jobs should be hovering around $50/hr with all the standard benefits and insurances. Thats not management, that's working on the line in some place like Detroit or Chicago. Manufacturing the Might that was American. Thats if NAFTA never existed, & we weren't",15,0,0,0,2025-05-18T16:15:40+00:00,2025-11-13T17:48:19.445397+00:00
https://x.com/monkmodewemby/status/1923017573320269941,"monkmodewemby","Ignoring that for many people (myself included) Chicago is a wildly more enjoyable place to live, jobs don’t pay the same everywhere. I work in finance and my job is in-office in downtown Chicago. I’d probably take a 20-30% pay cut to live in Elgin. Horrible idea financially.",155,3,0,0,2025-05-15T14:08:12+00:00,2025-11-13T17:48:19.445397+00:00
